_id,title,title_chinese,title_english,team,summary,summary_chinese,summary_english,salary,salary_english,createdAt,source_name,source_name_english,source_url,type,description,description_chinese,description_english,city,experience,is_remote
9479580179e9265a66bb25934da07f05,专题编辑（远程办公）,,,重庆市新美育文化传媒有限公司,,,,10-15K·13薪,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/55818e886a0f8e0103x62Ny6GVZZ.html,,"岗位职责：
1.深度研究国内外教育趋势和现状，提炼有价值的研究课题，协同团队开展全面专业的研究；
2.深入学校一线开展专题调研、访谈，深入分析研究，撰写调研报告、文章稿件；
3.微信公众号文章撰写、文案策划、深度报道。
职位要求：
1.统招本科以上学历，具备较强的文字功底和敏锐的洞察能力；
2.热爱教育行业，具备较好的研究能力和架构能力；
3.有良好的沟通能力，策划能力以及执行力。
办公方式：驻点上海，远程办公
蒲公英教育智库成立于2008年9月，旗下拥有重庆、北京、成都等地8个公司、7个事业部、32个研究中心、3份刊物，是中国K-12教育领域**专业与品牌影响力智库型研究与服务集团。
       基于21世纪人类共同学习愿景，蒲公英教育智库专注新一代区域教育高质量发展和K12未来学校整体发展，致力于构建完整的教育生态赋能系统和学校服务系统，建设“K12教育生态优化一站式服务平台”。
       公司汇集国内外最杰出的跨界人士和一线教育名家，深耕教育领域多年，衍生出学校内涵建设、场景美学、教师培训、学校云智库、奥秘未来学院、安全与法制、学校图书馆、未来教育家托举等八项面向教育领域的专业服务，获得全国各区域、学校的高度认可与一致好评。
       至今，蒲公英智库已深度服务300个区域，超过5000个学校。在全国范围内28个省市开展过主题峰会，超过80万人参与。旗下《新校长》、《星教师》杂志每年发行超过60万册，覆盖近6万所学校，公众号粉丝超过70万人，举办教育专场会议超过100场，影响国内外数百万教育人。
       由蒲公英教育智库发起的中国教育创新年会，被誉为“中国基础教育年度风向标”。自2014年起，分别在重庆、深圳、上海、杭州、南京、成都等城市连续举办九届。每年现场参会者4000 人左右，200多万人次在线观看，参加年会对象从国内外中小学校长及教研骨干到全球教育创新先锋及不同特质的教育人。中国教育创新年会已成为中国基础教育界的年度盛会。
       蒲公英教育智库办公地址在渝北新牌坊，办公环境优美、福利完善，并有兼具美味和健康的员工食堂，提供各种经典阅读的蒲公英书房。
       欢迎热爱教育，愿意投身教育行业深耕职业愿景的有识之士加盟，让我们一起顶高中国教育的空间高度，贡献世界范围的教育价值！",,,上海,3-5年,1
2b0e72981a35f53327ea6a78d8fa9a20,webOL资源运营-远程办公,,,某中型互联网公司上海,"KOL,合约,web3",,,15-30K,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/1f899cd2529d4a530nRy2Ni_E1BY.html,,"核心职责
挖掘、对接全球 KOL，建立资源库并维护核心合作关系；
制定 KOL 合作方案（内容共创 / 直播联动等），推动全流程落地；
跟踪合作数据，输出效果报告并优化策略；
协同跨部门，对齐业务⽬标。
任职要求
本科及以上，中英口语流利；
⽬标感强，接受绩效压⼒，对 Web3 / 交易所有兴趣；
具备商务沟通、资源整合能力。
优先转型人群（满⾜其一）
币圈转型：有币圈社群 / 代理 / 客服 / BD 经验，曾与 KOL 有合作交集；
传统 BD 转型：有 SaaS / 保险 / B2C 电商 / 外汇销售经验，结果导向，懂佣金模型。",,,上海,3-5年,1
2bbaa95a23b5d1f17f9e59cb0eb2c97b,私域营销（远程办公）,,,无锡牙故事咨询管理有限公司,,,,8-13K,,2026-01-03,BOSS直聘,,https://www.zhipin.com/job_detail/5e273078a317ca4e0nR_3dq-E1NU.html,,"岗位职责:
1. 负责微信私域客户的转化与成交；
2.有效管理和维护客户关系
3. 分析市场动态，优化营销策略，提高转化率
任职要求：
1. 具备出色的沟通能力和团队协作精神
2. 能够独立完成任务，具有较强的自我管理能力
3. 持续关注行业动态，不断学习和应用新知识",,,上海,1-3年,1
5fec79e32257300b751d5605a8771f64,意大利语客服（可远程居家办公）,,,成都金智商擎营销策划有限公司,"对游戏感兴趣,办公室坐班,远程办公,售后客服,不含销售的客服工作,倒班工作制,线上客服,企业内部客服,意大利语,居家办公,接受居家办公",,,6-8K,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/795be9cebd6738780nR93N-_EFFU.html,,"岗位职责：
1-熟悉你要服务的游戏产品，理解游戏行业客户问题及服务需求；
2-用意大利语回复游戏玩家在游戏过程中出现的充值、账号登陆、查询、以及玩法等邮件，以书面⽅式及时解答；
3-以耐⼼专业的服务提升玩家对该游戏的体验感和好评度；
4-有意识收集服务中存在的待改善的问题，及时反馈上级。
任职要求：
1-对游戏感兴趣，有玩游戏（端游或⼿游均可）的经历；
2-大专以上学历，有意大利语专业四级或B2以上证书，⼤学英语4级以上，均要有证书，能独立对玩家发来的问题进行阅读及书面回复；
3-能接受排班制工作，上5天休2天，能接受晚班或者通宵夜班，如遇节假日上班3薪；
4-积极耐心，有良好的客服意识。
5-欢迎全国各地意大利语能力的朋友，开放远程居家办公。
创立于2009年，金智致力于市场研究、整合营销传播、品牌推广、营销服务等全方位的营销策划服务，为市场提供互联网内容审核与AI标注、AI训练、游戏多语种在线服务、语音类坐席服务、新媒体营销策划与品牌推广等服务。目前公司在职员工600+人，历经15年的稳健发展，金智商擎团队已经具备良好的客户服务意识，丰富的项目运营经验以及优秀的工作执行能力。所服务的行业覆盖IT、互联网、游戏、汽车、医疗、政务、快消、通信等众多行业。",,,上海,1-3年,1
e867c5501c6c381515a72f58a22d6412,HRIS专家(远程办公）,,,上海敬衡数据科技有限公司,,,,15-30K·13薪,,2026-01-10,BOSS直聘,,https://www.zhipin.com/job_detail/b0a02f7eb0342b2803162du1GFNX.html,,"**这是远程居家办公岗位**
工作职责:
1、系统建设与优化
  - 协调内外部团队资源，推动HRIS的开发，测试，上线和推广，确保系统稳定运行；
  - 针对目前使用的HRIS（Lark），深入挖掘和分析业务需求，设计并优化 HR 流程（如招聘、考勤、薪资、绩效等），撰写技术方案和系统设计，将设计方案落地为具体的系统功能，持续跟踪结果，持续优化用户体验；
  - 搭建数据报表与分析模型，为 HR 决策提供数据支持（如人力成本分析、人才结构分析等）。
2、数据管理与安全
  - 制定数据标准与规范，保障 HR 数据的准确性、完整性和安全性；
  - 定期审计系统数据，推动数据质量提升，防范数据风险。
3、用户支持与培训
  - 为员工和 HRBP 提供系统操作培训与技术支持，解决系统使用中的问题；
  - 收集用户反馈，持续优化系统功能与用户体验。
4、项目协作与创新
  - 参与集团数字化转型项目，协同 IT、业务部门推动 HR 场景的数字化创新；
  - 跟进 HR 技术趋势，引入新技术（如 AI、自动化工具）提升 HR 服务效能。
任职资格:
  - 本科及以上学历，5年及以上HRIS领域的工作经验，熟悉HR专业知识和相关业务；
  - 具有较强的沟通、协调和团队合作能力，可对项目推进进行有效把控和整合各方资源，达成目标落地；
  - 有较强的逻辑思维能力，能够独立解决问题并提出创新解决方案；
  - 对产品、运营的数据敏感度较高，善于进行数据分析，收集客户反馈、持续优化产品；
  - 具备 SQL、Power BI、Python 等数据处理与分析能力；
  - 据有Python，Shell等基础编程能力者优先；
  - 据有飞书（Lark），Microsoft365等系统实施经验者优先；
  - 英语可以作为工作语言
加分项：
  - 飞书效率先锋实践案例
上海敬衡数据科技有限公司是成立于2019年3月21日的一站式技术服务供应商， 致力于为企业提供全面化、整体化、精准化的技术支持服务。公司拥有一支年轻化、专业化、领先于同行业的精英团队。公司基于各地区合规要求和科学精准的服务， 从多地客户的实际需求出发，迅速起步和发展。目前业务已遍布中国大陆及港澳台地区，服务网络辐射国内多个城市。",,,上海,5-10年,1
fe0971bc75d4ab0bffe7036d44713a80,Community Manager （ 远程办公 ）,,,上海坤亿信息技术有限公司,"社区平台、论坛,社交网络及用户运营,英语可作为工作语言",,,10-13K,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/9271946689d0832a0nR53t2_GFdX.html,,"Position Overview:
1.You will be either EMEA or APAC and Japan-based, have experience with community management, and have knowledge of at least one of the industries Autodesk serves
(Architecture, Engineering & Construction, Product Design & Manufacturing, or Media & Entertainment). You'll get the community engaged and growing!
2.We are looking for tight collaboration with our entire Community team, including your counterpart Community Managers around the globe. Practically speaking, you'll become an active part of the Autodesk Community, encouraging a spirit of collaboration whilst modeling Autodesk values, positive tone, and behavior.
Responsibilities：
1.Grow and manage the existing Chinese language community
2.Facilitate the resolution of customer support issues and provide links to relevant content
3.Support community-generated content programs, gather community insights, and enrich the community through meaningful projects
4.Identify, engage, and grow relationships with our community super-users to promote deeper engagement and increase customer retention
5.Connect to, welcome, and engage customers wherever we meet them to tap into the Autodesk community
6.Advocate for and raise the profile of language communities with our stakeholders (internal and external)
7.Monitor and participate in the different discussion styles in our Community on a daily basis
8.Ensure members follow Community Guidelines and the tone of your community is helpful, and if needed, escalate to moderation
9.Engage, nurture, and grow member connections with you – and with each other
10.Identify up-and-coming contributors and identify candidates for our super user program both internally and externally
11.Work strategically and analytically to provide meaningful insights on Community activities to our partners, local management, marketing, sales, etc., to inform their strategies in local markets
12.Be an ambassador of the Community in and outside of Autodesk, developing and participating in opportunities for Community activities and experiences, whether online or in person
Minimum Qualifications：
13.3+ years of demonstrated community management experience in an online community
14.Business fluency in Chinese and English
15.Knowledge of Chinese culture, including social norms, communication styles, and cultural sensitivities
16.Knowledge of community platforms and forums
17.Knowledge of social networks, user groups, advocacy programs
18.Experience in one of the industries Autodesk serves: Architecture, Engineering & Construction, Product Design & Manufacturing, Media & Entertainment, or in AutoCAD and subscription management
19.Experience in using and collaborating on communication platforms
The Ideal Candidate
20.Can calmly and compassionately handle conflicts and manage a range of personalities
21.Has experience in stakeholder mapping and understanding of organizational structures while handling multiple stakeholders across regions
22.Has experience in analyzing community datasets, making meaningful decisions based on them, and turning them into actions to achieve the set goals
坤亿科技专注于领先的全方位IT服务及行业解决方案，业务范围涵盖咨询、产品研发、信息技术服务、系统集成、业务流程外包、IT Staffing外包等服务。在高科技、互联网、金融、电信、消费电子、制造、制药、医疗、汽车、媒体、能源、科研教育和政府等领域，与众多全球500强企业和行业新锐公司成功合作，积累了丰富的经验。坤亿科技与众多国际和国内的顶尖企业结成了战略合作伙伴的关系，如：Autodesk、HP、IBM、中民投等，同时也与政府和行业协会保持了良好而紧密的合作关系。",,,上海,3-5年,1
956ae5cd1a6699fe18f3d167771854eb,合约客服（远程办公、英文好）,,,上海合溢网络科技有限公司,,,,10-13K,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/876f89a6651708ea0nR92du9FlBQ.html,,"工作时间：09:00-21:00 / 21:00 – 09:00（UTC+8）
工作语言：英语（工作语⾔）；掌握波斯语或其他⼩语种优先
⼯作地点：远程
【岗位职责】
负责处理平台用户通过邮件、在线客服渠道提交的合约相关问题，涵盖开仓/平仓、强平触发价格、维持保证金计算、资⾦费率、止盈止损等场景，确保用户问题及时、高效解决。
准确识别并理解不同语言用户邮件和工单中的核心问题，进行归类整理，并根据处理流程协助用户解决实际交易问题。
深入理解平台合约产品结构、交易机制及参数配置，能够为用户提供准确的操作指引与风险解释。
针对复杂问题，能及时与产品、技术、风控、运营等部门沟通跟进，推动问题闭环解决。
对用户高频问题进行记录整理，定期优化客服知识库，协助完善FAQ文档与标准回复话术。
及时监控用户反馈，协助识别潜在系统bug或风险问题，推动内部流程优化。
协助处理夜间高峰时段用户服务，保障交易时段客服响应效率和用户体验。
完成上级交办的其他与客服支持相关的工作任务。
【岗位要求】
拥有1年以上加密货币交易所工单或合约客服经验，熟悉交易所客服处理流程与服务标准。
英语可作为工作语言，能以英文熟练读写客户来信并输出专业回复；掌握波斯语或其他小语种者优先。
熟悉加密货币合约产品结构与交易机制，了解杠杆、强平、资金费率、止盈止损等核心概念，具备清晰解释用户订单纠纷的能力。
能够快速理解不同用户语言表达背后的真实诉求，有效识别技术类、运营类、产品类问题。
有数据整理与文档归纳能力，擅长沉淀标准操作流程，优化知识库内容。
工作细致，责任心强，具备良好的服务意识与抗压能力，能适应高强度夜班节奏与多任务处理。
熟悉客服系统者优先，具备Web3/合约交易类产品支持经验优先。
【我们提供】
行业内具有竞争力的薪资与夜班补贴
完整合约产品培训机制，助力你快速掌握专业知识
多语种团队协作氛围，支持全球远程办公
薪资范围：10000-13000元/月
奖金补贴：值班补贴",,,上海,1-3年,1
3e63de4c7fc49f0b7dac48bf261cf125,咨询项目经理（远程办公）,,,上海极猎睿思哲技术咨询有限公司,,,,11-18K,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/aed511037842f22403J_3965FlJY.html,,"企业介绍
极猎科技咨询于2020年成立于美国纽约，现总部位于上海，是一家为企业提供辅助性研发咨询服务的公司。极猎科技咨询以成为“企业战略创新的终生顾问”为目标，为企业搜寻最适配的（可）商业化技术、追踪前沿科技，提供跨行业、多领域的技术情报信息，节省企业在研发初期的试错成本，帮助企业领导者更好地进行产品（服务）研发和投资发展决策。
岗位职责： 
1.在咨询项目前期，全面了解客户的需求，并对需求进行分析。
2.有一定的商务洽谈能力，能联合商务拓展经理，参与与客户的商务洽谈工作，促成项目的销售。
3.根据客户的实际需求以及咨询项目合同制定项目计划、组织带领团队完成项目报告的撰写。
4.负责项目团队的日常管理工作，进行工作分配与协调 
5.和客户汇报项目结果，并根据客户反馈完成项目的，完善项目报告的质量。
6.保持和客户的良好沟通，挖掘客户的更多技术需求，推荐极猎其他服务。 
岗位要求： 
生物医药化学类硕士、博士、博士后 
至少满一年的工作经验 
有带3-5人团队的经历优先 
核心能力：
- 精通数据库等专业信息源、熟练使用相关文献专利管理工具
- 具备技术商业化思维，能精准转化科研语言为商业价值
- 具备一定的基础数据分析能力
- 出色的技术文档撰写能力（SCI论文/专利/可行性报告）
- 优秀的商业PPT展现能力
工作地点： 远程办公，不要求来办公室
极猎科技咨询于2020年成立于美国纽约，现总部位于上海，是一家为企业提供辅助性研发咨询服务的公司。极猎科技咨询以成为“企业战略创新的终生顾问”为目标，为企业搜寻最适配的（可）商业化技术、追踪前沿科技，提供跨行业、多领域的技术情报信息，节省企业在研发初期的试错成本，帮助企业领导者更好地进行产品（服务）研发和投资发展决策。",,,上海,1-3年,1
fff1a9924ea3f424e79476e8ef274149,留学销售顾问（远程办公）,,,北京海特思文教育科技有限公司,"留学,销售,教育机构",,,10-15K,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/9ee32ae480cbf91b0nR42dW-EldQ.html,,"【岗位职责】
1.对接客户，解答和指导客户提出与博士留学申请相关的问题;
2.基于专业知识和销售技巧，将潜在客户转化为公司客户;
3.负责博士业务的申请谈单，重点针对海外博士申请有需求的人群；
4.参与销售团队一切日常性事务工作，保质保量完成工作;
【任职要求】
1.性格乐观开朗，乐于交流与沟通，为人正直、公正、客观，有较强的责任心;
2.有较强的销售技巧 & 随机应变能力 & 学习能力 & 能快速适应快节奏工作；
3.有一定的业务反馈和总结能力: 善于进行反馈和总结，及时发现问题，优化内容;
4.以构建企业文化为中心，具备高度的责任感和良好的职业操守;
5.具备2年及以上教育行业销售经验优先，海外留学背景优先;
【我们的文化】
1.结果导向，效率为主，创造价值：我们注重工作结果和效率，以创造价值为核心目标;
2.美貌与智慧并重的年轻团队（高颜值+高学历背景），实干为主：公司拥有一支充满活力的年轻团队，崇尚实干精神。
【超明朗的晋升通道】
1.纵向通道：专员–团队组长–团队主管–部门主管–部门经理–部门负责人
2.横向通道：专员–团队组长–项目/品牌主管–项目/品牌负责人
3.毕业生孵化计划：一对一培训+各部门轮岗机会
【超酷的福利待遇】
1.高于同行业薪水&奖金丰厚不封顶
2.线上工作，无需通勤
3.表现优异者可享有年度一次的英国线下团建机会以及不定期海外出差培训机会
4.宽松高效简单的工作氛围，定期培训无天花板晋级成长通道
【超暖心的人员关怀】
1.节假日节日慰问&各大电商平台现金卡礼物
2.入职周年祝福&周年纪念日礼物
3.不定期线上（故事分享、线上年会、演唱会、周年庆感受分享等）&线下团建活动（世界各地线下饭局、中英总部-北京伯明翰线下年会活动等）
（注意：仅限本公司使用，严禁搬运）
海特思文（Hitevision）全球国际教育引领者，总部位于北京。​ 秉持“无国界教育”理念，我们构建了覆盖中国大陆、香港及亚非欧核心地区的强大服务网络（近百家门店/分部）。依托顶尖全球资源与深谙本地的国际化团队，我们为学子提供专业、高效、个性化的一站式国际教育服务，助力拥抱多元文化、开拓全球视野、实现世界顶尖学府梦想。 ​ 
公司以“年轻、精进、担当、共赢”为文化，汇聚实干精英，矢志成为学生连接全球机遇的战略伙伴。​ 
加入我们，与全球化精英团队共成长，启迪智慧，照亮世界征程！​    ​",,,上海,1-3年,1
5453c360225ce53d7fbf70975fdcd990,DBA（数据库管理员）——远程办公,,,北京瑞升德胜信息咨询服务有限公司,,,,18-35K·14薪,,2026-01-09,BOSS直聘,,https://www.zhipin.com/job_detail/9e70bf97668419140nR_29S-EVJX.html,,"岗位优势：
该岗位采用前沿的远程办公模式，您可以不受城市和交通的困扰，选择心仪的宜居地，脱离一线城市的压⼒，快乐⽣活舒适⼯作，欢迎全国各地优秀人才投递~
岗位职责：
1. 负责各项目数据库相关设计、部署、操作、监控；
2. 负责各项⽬数据库慢sql优化，性能优化，日志分析及突发故障排除；
3. 负责线上sql相关审核、保障数据库系统的稳定、高效、安全运行；
4. 负责各类型数据库备份还原、数据迁移，集群，提出合理化建议;
5. 制定并不断完善数据库运维规范，开发规范，安全规范，并对规范做出相应的解读、培训，针对线上数据库结构、表结构、用户权限进行规范管理;
6. 根据项目需求设计并制定数据库解决方案，搭建、维护、拓展数据库高可用集群;
7. 负责向各项目推广使用数据库审核平台;
8. 7*24小时响应故障处理。
岗位要求：
1. 本科及以上学历，计算机相关专业毕业，5年以上DBA相关工作经验；
2. 熟练使用Shell、Python、go等一种及以上脚本语言；
3. 熟悉主流云计算平台数据库相关产品（AWS、腾讯、华为）；
4. 熟悉MySQL，MongoDB，postgresql，CK，Redis等相关高可用技术，拥有丰厚的理论基础（体系结构、运行机制、主从复制原理）和实践经验；
5. 拥有良好的沟通表达能力和服务意识，有较强的团队合作意识；
6. 有技术钻研精神，对数据库新技术和新领域有探索精神；
7. 具备抗压能力，保障公司业务7*24小时运行。",,,上海,5-10年,1
